datetime,user_id,product_id,product_name,product_category,order_id,category_id,ингредиенты,вес_товара_кг,стоимость_товара,позвонить_если_нет_в_наличии,оставить_у_двери_и_позвонить,заказ_примет_другой_человек,без_чаевых_курьеру,без_чаевых_сборщику,промокод,купон,коммент_сборщику,коммент_курьеру,рукописная_обратная_связь,оценка_заказа,учли_все_пожелания,идеально_собрали_заказ,быстро_привезли,отличный_курьер,product_rating,сумма_чаевых_курьеру,сумма_чаевых_сборщику,target_4,target_2,target_3,date,target_1,daily_order_count,daily_total_revenue,daily_avg_check
2025-01-01 07:07:45,user_4496,prod_0033,название_9,category_1,order_000001,1,ингрид_37 ингрид_46 ингрид_30 ингрид_35,0.59,144.89,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,6.83,21.27,0,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:07:45,user_4496,prod_0117,название_95,category_4,order_000001,4,ингрид_32 ингрид_40,2.66,2529.54,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,3.26,46.12,0,category_4,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:07:45,user_4496,prod_0184,название_46,category_1,order_000001,1,ингрид_5 ингрид_22 ингрид_33 ингрид_2,0.43,139.86,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,6.18,4.06,0,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:07:45,user_4496,prod_0013,название_186,category_4,order_000001,4,ингрид_50 ингрид_19 ингрид_45 ингрид_42,1.65,1378.76,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,13.7,22.36,0,category_4,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:07:45,user_4496,prod_0162,название_43,category_1,order_000001,1,ингрид_35 ингрид_3 ингрид_44,1.04,254.27,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,13.73,20.77,0,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:07:45,user_4496,prod_0184,название_47,category_1,order_000001,1,ингрид_38 ингрид_18 ингрид_45,4.0,1264.5,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,14.51,29.39,0,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:07:45,user_4496,prod_0019,название_83,category_2,order_000001,2,ингрид_3 ингрид_32 ингрид_14 ингрид_23,0.34,145.13,0,1,0,0,0,0,1,слово_55,слово_4,,,0,0,0,0,0,70.75,6.38,0,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0108,название_46,category_1,order_000002,1,ингрид_33 ингрид_12 ингрид_2,3.72,964.29,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,7.85,0.0,2,category_1,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0067,название_29,category_2,order_000002,2,ингрид_35 ингрид_6 ингрид_27,0.83,420.94,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,3,11.42,0.0,2,category_2,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0071,название_193,category_1,order_000002,1,ингрид_48,0.51,139.93,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,1.12,0.0,2,category_1,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0022,название_100,category_1,order_000002,1,ингрид_20,0.29,98.23,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,16.92,0.0,2,category_1,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0158,название_47,category_5,order_000002,5,ингрид_47 ингрид_24 ингрид_46 ингрид_44,1.3,1870.71,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,10.36,0.0,2,category_5,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0144,название_196,category_1,order_000002,1,ингрид_22 ингрид_48 ингрид_37,0.46,162.77,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,32.26,0.0,2,category_1,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0176,название_8,category_1,order_000002,1,ингрид_6,0.3,94.15,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,23.86,0.0,2,category_1,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:08:42,user_4342,prod_0034,название_188,category_3,order_000002,3,ингрид_26 ингрид_27 ингрид_3 ингрид_39,1.15,731.08,1,0,0,0,1,0,0,слово_26,,,2.0,1,1,0,0,2,18.16,0.0,2,category_3,4482.1,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0071,название_195,category_1,order_000003,1,ингрид_49 ингрид_24 ингрид_18,1.61,518.26,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,12.78,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0079,название_107,category_2,order_000003,2,ингрид_9,1.16,433.37,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,17.21,5,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0018,название_46,category_2,order_000003,2,ингрид_13 ингрид_35 ингрид_46 ингрид_27,1.55,748.43,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,4,0.0,24.48,5,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0123,название_98,category_1,order_000003,1,ингрид_5 ингрид_30,5.96,2038.26,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,5.84,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0103,название_37,category_1,order_000003,1,ингрид_34 ингрид_37 ингрид_13 ингрид_20,0.87,292.43,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,21.93,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0171,название_104,category_1,order_000003,1,ингрид_43,3.19,981.27,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,24.12,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0146,название_143,category_1,order_000003,1,ингрид_30 ингрид_44 ингрид_36,1.48,404.79,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,5.31,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 07:57:57,user_0513,prod_0122,название_94,category_3,order_000003,3,ингрид_26 ингрид_39,0.5,277.24,0,1,0,1,0,0,0,,,,5.0,1,1,1,0,5,0.0,7.45,5,category_3,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0169,название_31,category_4,order_000004,4,ингрид_25 ингрид_42,0.97,1001.37,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,5,0.0,8.88,5,category_4,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0181,название_52,category_1,order_000004,1,ингрид_47 ингрид_35 ингрид_26,1.54,480.53,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,5,0.0,30.99,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0105,название_111,category_3,order_000004,3,ингрид_43,0.57,416.47,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,5,0.0,14.29,5,category_3,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0037,название_117,category_4,order_000004,4,ингрид_38 ингрид_42 ингрид_27 ингрид_20,2.81,2539.04,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,4,0.0,0.93,5,category_4,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0067,название_169,category_1,order_000004,1,ингрид_41,2.72,909.31,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,5,0.0,32.53,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0032,название_99,category_1,order_000004,1,ингрид_47 ингрид_35 ингрид_45,0.29,103.61,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,5,0.0,44.12,5,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0032,название_166,category_2,order_000004,2,ингрид_38 ингрид_30,2.24,961.39,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,4,0.0,39.39,5,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:25:16,user_3176,prod_0068,название_154,category_2,order_000004,2,ингрид_38 ингрид_40,1.85,900.47,0,1,0,1,0,0,0,,,слово_85,5.0,1,1,1,1,4,0.0,89.75,5,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:31:46,user_2902,prod_0027,название_77,category_5,order_000005,5,ингрид_14,0.33,400.98,0,1,0,0,0,0,0,,,слово_37 слово_24 слово_41 слово_61 слово_9,3.0,0,1,1,0,3,40.94,16.74,3,category_5,2241.97,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:31:46,user_2902,prod_0021,название_45,category_1,order_000005,1,ингрид_7 ингрид_31 ингрид_26 ингрид_16,5.56,1395.68,0,1,0,0,0,0,0,,,слово_37 слово_24 слово_41 слово_61 слово_9,3.0,0,1,1,0,2,11.63,26.99,3,category_1,2241.97,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:31:46,user_2902,prod_0182,название_30,category_1,order_000005,1,ингрид_6 ингрид_42 ингрид_35,1.38,445.31,0,1,0,0,0,0,0,,,слово_37 слово_24 слово_41 слово_61 слово_9,3.0,0,1,1,0,3,8.92,25.01,3,category_1,2241.97,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:59:41,user_1694,prod_0151,название_58,category_4,order_000006,4,ингрид_25 ингрид_40,1.39,1430.95,1,0,0,0,0,1,0,слово_76,,слово_33 слово_81 слово_85 слово_95 слово_53,3.0,1,0,1,1,3,114.43,2.95,3,category_4,1401.44,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 08:59:41,user_1694,prod_0168,название_47,category_2,order_000006,2,ингрид_26 ингрид_13 ингрид_4 ингрид_28,0.28,126.21,1,0,0,0,0,1,0,слово_76,,слово_33 слово_81 слово_85 слово_95 слово_53,3.0,1,0,1,1,4,21.33,33.07,3,category_2,1401.44,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:11:25,user_1680,prod_0065,название_60,category_2,order_000007,2,ингрид_43 ингрид_19,0.74,283.25,1,0,0,0,0,0,0,слово_48,слово_35,,3.0,0,0,0,1,3,3.18,3.23,3,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:11:25,user_1680,prod_0056,название_128,category_5,order_000007,5,ингрид_27,0.68,836.53,1,0,0,0,0,0,0,слово_48,слово_35,,3.0,0,0,0,1,3,16.73,47.04,3,category_5,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:11:25,user_1680,prod_0085,название_87,category_2,order_000007,2,ингрид_39,2.07,829.3,1,0,0,0,0,0,0,слово_48,слово_35,,3.0,0,0,0,1,3,15.11,31.76,3,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:11:25,user_1680,prod_0022,название_190,category_3,order_000007,3,ингрид_16 ингрид_34 ингрид_4 ингрид_6,0.9,519.62,1,0,0,0,0,0,0,слово_48,слово_35,,3.0,0,0,0,1,3,80.14,7.58,3,category_3,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:11:25,user_1680,prod_0123,название_200,category_5,order_000007,5,ингрид_15 ингрид_33 ингрид_39,3.46,4191.26,1,0,0,0,0,0,0,слово_48,слово_35,,3.0,0,0,0,1,3,46.75,9.03,3,category_5,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:16:55,user_0831,prod_0055,название_107,category_2,order_000008,2,ингрид_10,1.43,531.56,0,1,0,0,0,0,0,слово_7 слово_62 слово_25,,,5.0,1,1,1,1,5,50.81,4.29,5,category_2,1256.56,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:16:55,user_0831,prod_0177,название_78,category_5,order_000008,5,ингрид_43 ингрид_46 ингрид_12,0.63,725.0,0,1,0,0,0,0,0,слово_7 слово_62 слово_25,,,5.0,1,1,1,1,4,11.28,104.93,5,category_5,1256.56,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:27:57,user_1370,prod_0120,название_120,category_2,order_000009,2,ингрид_5 ингрид_31 ингрид_4,0.48,231.78,0,1,0,0,0,0,0,слово_9,,,5.0,1,1,1,1,4,44.1,0.25,5,category_2,3837.49,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:27:57,user_1370,prod_0020,название_117,category_4,order_000009,4,ингрид_4,1.23,1245.47,0,1,0,0,0,0,0,слово_9,,,5.0,1,1,1,1,5,18.61,29.72,5,category_4,3837.49,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:27:57,user_1370,prod_0053,название_39,category_3,order_000009,3,ингрид_6 ингрид_40 ингрид_10,0.36,219.16,0,1,0,0,0,0,0,слово_9,,,5.0,1,1,1,1,5,10.96,42.84,5,category_3,3837.49,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:27:57,user_1370,prod_0086,название_99,category_3,order_000009,3,ингрид_17 ингрид_26 ингрид_7 ингрид_44,3.03,2141.08,0,1,0,0,0,0,0,слово_9,,,5.0,1,1,1,1,5,28.99,7.2,5,category_3,3837.49,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:36:21,user_2745,prod_0152,название_22,category_4,order_000010,4,ингрид_26 ингрид_24 ингрид_48,2.03,1624.67,1,1,1,0,1,0,0,слово_15 слово_23,,слово_79,,0,0,0,0,0,14.69,0.0,0,category_4,4211.38,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:36:21,user_2745,prod_0156,название_150,category_2,order_000010,2,ингрид_49 ингрид_28 ингрид_5,1.3,503.83,1,1,1,0,1,0,0,слово_15 слово_23,,слово_79,,0,0,0,0,0,80.9,0.0,0,category_2,4211.38,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:36:21,user_2745,prod_0190,название_87,category_4,order_000010,4,ингрид_46 ингрид_22 ингрид_3 ингрид_43,1.94,1436.9,1,1,1,0,1,0,0,слово_15 слово_23,,слово_79,,0,0,0,0,0,1.0,0.0,0,category_4,4211.38,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:36:21,user_2745,prod_0167,название_81,category_1,order_000010,1,ингрид_24 ингрид_29 ингрид_36,0.54,165.81,1,1,1,0,1,0,0,слово_15 слово_23,,слово_79,,0,0,0,0,0,9.43,0.0,0,category_1,4211.38,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:36:21,user_2745,prod_0183,название_71,category_4,order_000010,4,ингрид_34 ингрид_50 ингрид_33,0.32,280.92,1,1,1,0,1,0,0,слово_15 слово_23,,слово_79,,0,0,0,0,0,17.66,0.0,0,category_4,4211.38,2025-01-01,0,36,118817.36,3300.4822222222224
